AssignmentCode,AssignmentName,AssignmentType,AssignmentSubject,AP Course,IB Course,CTE Course,MeetsUC/CSU Requirements,EffectiveStartDate,EffectiveEndDate
4127,Marketing and Business Fundamentals,T,"Marketing, Sales, and Service",N,N,Y,U,7/1/2013,
4128,Marketing I,T,"Marketing, Sales, and Service",N,N,Y,U,7/1/2013,
4129,Marketing II,T,"Marketing, Sales, and Service",N,N,Y,U,7/1/2013,
4130,Professional Sales I,T,"Marketing, Sales, and Service",N,N,Y,U,7/1/2013,
4131,Professional Sales II,T,"Marketing, Sales, and Service",N,N,Y,U,7/1/2013,
4132,Small Business Services,T,"Marketing, Sales, and Service",N,N,Y,U,7/1/2013,
4133,Specialized Marketing,T,"Marketing, Sales, and Service",N,N,Y,U,7/1/2013,
4198,"Other marketing, sales, and services",T,"Marketing, Sales, and Service",N,N,Y,U,7/1/1990,6/30/2013
4224,Exploring health care (exploratory core),T,Health Science and Medical Technology,N,N,Y,N,7/1/1990,6/30/2013
4225,Introduction to health care (intro core),T,Health Science and Medical Technology,N,N,Y,N,7/1/1990,6/30/2013
4226,Preparing to work in health care,T,Health Science and Medical Technology,N,N,Y,N,7/1/1990,6/30/2013
4228,Abnormal Psychology: ,T,Health Science and Medical Technology,N,N,Y,U,7/1/2013,
4232,Preparing to work in therapeutic svcs-emergency,T,Health Science and Medical Technology,N,N,Y,U,7/1/1990,6/30/2013
4234,Preparing to work in therapeutic svcs-dental,T,Health Science and Medical Technology,N,N,Y,N,7/1/1990,6/30/2013
4242,Preparing to work in therapeutic svcs-med offic,T,Health Science and Medical Technology,N,N,Y,N,7/1/1990,6/30/2013
4245,Biotechnology I,T,Health Science and Medical Technology,N,N,Y,U,7/1/2013,
4246,Biotechnology II,T,Health Science and Medical Technology,N,N,Y,U,7/1/2013,
4247,Biotechnology III,T,Health Science and Medical Technology,N,N,Y,U,7/1/2013,
4248,Child Development: Prevention and Early Intervention,T,Health Science and Medical Technology,N,N,Y,U,7/1/2013,
4249,Dental Services,T,Health Science and Medical Technology,N,N,Y,U,7/1/2013,
4250,Diagnostic Services,T,Health Science and Medical Technology,N,N,Y,U,7/1/2013,
4251,Epidemiology in Public Health,T,Health Science and Medical Technology,N,N,Y,U,7/1/2013,
4252,Fundamentals of Emergency Preparedness for Healthcare Facilities,T,Health Science and Medical Technology,N,N,Y,U,7/1/2013,
4253,Health Science Preparation,T,Health Science and Medical Technology,N,N,Y,U,7/1/2013,
4254,Introduction Mental & Behavioral Health Careers,T,Health Science and Medical Technology,N,N,Y,U,7/1/2013,
4255,Preparing to work in health support services,T,Health Science and Medical Technology,N,N,Y,N,7/1/1990,6/30/2013
4257,Healthcare Occupations,T,Health Science and Medical Technology,N,N,Y,U,7/1/2013,
4258,Healthcare Occupations Supplemental,T,Health Science and Medical Technology,N,N,Y,U,7/1/2013,
4259,Introduction to Biotechnology,T,Health Science and Medical Technology,N,N,Y,U,7/1/2013,
4263,Introduction to Health Information and Records Systems,T,Health Science and Medical Technology,N,N,Y,U,7/1/2013,
4264,Introduction to Healthcare Administrative Services,T,Health Science and Medical Technology,N,N,Y,U,7/1/2013,
4265,Preparing to work in diagnostic svcs,T,Health Science and Medical Technology,N,N,Y,N,7/1/1990,6/30/2013
4267,"Preparing to work in therapeutic svcs-health,we",T,Health Science and Medical Technology,N,N,Y,N,7/1/1990,6/30/2013
4269,Introduction to Healthcare Operational Support Occupations,T,Health Science and Medical Technology,N,N,Y,U,7/1/2013,
4270,Introduction to Public and Community Health,T,Health Science and Medical Technology,N,N,Y,U,7/1/2013,
4271,Introductory Psychology: ,T,Health Science and Medical Technology,N,N,Y,U,7/1/2013,
4272,Materials Management and Purchasing,T,Health Science and Medical Technology,N,N,Y,U,7/1/2013,
4273,Medical Terminology,T,Health Science and Medical Technology,N,N,Y,U,7/1/2013,
4274,Medical Insurance Billing and Coding ,T,Health Science and Medical Technology,N,N,Y,U,7/1/2013,
4275,Medical Office ,T,Health Science and Medical Technology,N,N,Y,U,7/1/2013,
4276,Preparing to work in health informatics,T,Health Science and Medical Technology,N,N,Y,N,7/1/1990,6/30/2013
4279,Nursing Service,T,Health Science and Medical Technology,N,N,Y,U,7/1/2013,
4280,Preparing to work in therapeutic svcs-nursing,T,Health Science and Medical Technology,N,N,Y,N,7/1/1990,6/30/2013
4281,Nutrition Services for Healthcare,T,Health Science and Medical Technology,N,N,Y,U,7/1/2013,
4282,Personal and Community Health,T,Health Science and Medical Technology,N,N,Y,U,7/1/2013,
4283,Public Health Emergency Preparedness,T,Health Science and Medical Technology,N,N,Y,U,7/1/2013,
4284,Therapeutic Services,T,Health Science and Medical Technology,N,N,Y,U,7/1/2013,
4288,Biotechnology research & development,T,Health Science and Medical Technology,N,N,Y,U,7/1/1990,6/30/2013
4298,Other health science & medical technology,T,Health Science and Medical Technology,N,N,Y,U,7/1/1990,6/30/2013
4310,Exploratory Home Economics and Technology I and II  (any of gr 6-8),T,"Education, Child Development, and Family Services",N,N,Y,N,7/1/1990,
4311,Consumer & family studies comprehensive core I,T,"Education, Child Development, and Family Services",N,N,Y,N,7/1/1990,
4312,Consumer & family studies comprehensive core II,T,"Education, Child Development, and Family Services",N,N,Y,N,7/1/1990,
4321,Child development and guidance,T,"Education, Child Development, and Family Services",N,N,Y,U,7/1/1990,
4323,Psychological development of children,T,"Education, Child Development, and Family Services",N,N,Y,U,7/1/1990,
4331,Fashion textiles and apparel,T,Fashion and Interior Design,N,N,Y,U,7/1/1990,
4333,Apparel design and construction,T,Fashion and Interior Design,N,N,Y,U,7/1/1990,
4341,Consumer education,T,"Education, Child Development, and Family Services",N,N,Y,N,7/1/1990,
4342,Economics for living,T,"Education, Child Development, and Family Services",N,N,Y,N,7/1/1990,6/30/2013
4351,Family and human development,T,"Education, Child Development, and Family Services",N,N,Y,N,7/1/1990,
4352,Human growth and development,T,"Education, Child Development, and Family Services",N,N,Y,U,7/1/1990,6/30/2013
4361,Food and nutrition,T,"Hospitality, Tourism, and Recreation",N,N,Y,U,7/1/1990,
4362,Nutritional science,T,"Hospitality, Tourism, and Recreation",N,N,Y,U,7/1/1990,
4371,Resource management,T,"Education, Child Development, and Family Services",N,N,Y,N,7/1/1990,
4381,Housing and furnishings,T,Fashion and Interior Design,N,N,Y,N,7/1/1990,
4382,Environmental design,T,Fashion and Interior Design,N,N,Y,U,7/1/1990,
4391,Individual and family health,T,"Education, Child Development, and Family Services",N,N,Y,N,7/1/1990,
4398,Other consumer and family studies,T,"Education, Child Development, and Family Services",N,N,Y,N,7/1/1990,
4400,Careers in child development,T,"Education, Child Development, and Family Services",N,N,Y,N,7/1/1990,
4401,Teaching careers or careers in education,T,"Education, Child Development, and Family Services",N,N,Y,N,7/1/1990,
4410,Fashion merchandising,T,Fashion and Interior Design,N,N,Y,N,7/1/1990,
4411,Fashion and textile design,T,Fashion and Interior Design,N,N,Y,U,7/1/1990,
4412,"Apparel Manufacturing, Production, and Maintenance",T,Fashion and Interior Design,N,N,Y,N,7/1/1990,
4413,Makeup Artistry,T,Fashion and Interior Design,N,N,Y,U,7/1/2013,
4420,Food and hospitality services,T,"Hospitality, Tourism, and Recreation",N,N,Y,N,7/1/1990,
4421,Food and beverage production and preparation,T,"Hospitality, Tourism, and Recreation",N,N,Y,N,7/1/1990,
4430,"Interior design, furnishings, and maintenance",T,Fashion and Interior Design,N,N,Y,U,7/1/1990,
4441,"Hospitality, tourism, and recreation",T,"Hospitality, Tourism, and Recreation",N,N,Y,N,7/1/1990,
4442,Hotel and Lodging Services,T,"Hospitality, Tourism, and Recreation",N,N,Y,N,7/1/1990,
4443,Travel related services,T,"Hospitality, Tourism, and Recreation",N,N,Y,N,7/1/1990,
4444,"Theme parks, attractions, and events",T,"Hospitality, Tourism, and Recreation",N,N,Y,N,7/1/1990,
4449,Other fashion and interior design,T,Fashion and Interior Design,N,N,Y,U,7/1/1990,6/30/2013
4451,Family and human services,T,"Education, Child Development, and Family Services",N,N,Y,N,7/1/1990,
4452,Elder care/intergenerational services,T,"Education, Child Development, and Family Services",N,N,Y,N,7/1/1990,
4461,"Consumer, personal and financial services",T,"Education, Child Development, and Family Services",N,N,Y,N,7/1/1990,
4469,"Other education, child development, & fam svcs",T,"Education, Child Development, and Family Services",N,N,Y,U,7/1/1990,6/30/2013
4471,"Food science, dietetics and nutrition",T,"Hospitality, Tourism, and Recreation",N,N,Y,U,7/1/1990,
4472,Food science and technology,T,"Hospitality, Tourism, and Recreation",N,N,Y,U,7/1/1990,
4498,"Other hospitality, tourism, and recreation",T,"Hospitality, Tourism, and Recreation",N,N,Y,N,7/1/1990,6/30/2013
4600,Accounting,T,Business and Finance,N,N,Y,N,7/1/1990,
4601,Computer operations/computer science,T,Business and Finance,N,N,Y,U,7/1/1990,
4602,Business fundamentals,T,Business and Finance,N,N,Y,N,7/1/1990,
4603,Business and electronic communications,T,Information and Communication Technologies,N,N,Y,U,7/1/1990,6/30/2013
4604,Network Engineering,T,Information and Communication Technologies,N,N,Y,U,7/1/1990,
4605,Essential Web Skills,T,Information and Communication Technologies,N,N,Y,U,7/1/2010,
4606,Computer Graphics and Media Technology,T,Information and Communication Technologies,N,N,Y,U,7/1/2010,
4607,3D Media Design 1,T,Information and Communication Technologies,N,N,Y,U,7/1/2013,
4608,Secretarial,T,Business and Finance,N,N,Y,N,7/1/1990,6/30/2013
4609,Administrative support,T,Business and Finance,N,N,Y,N,7/1/1990,6/30/2013
4610,Keyboarding (typing),T,Business and Finance,N,N,Y,N,7/1/1990,6/30/2013
4611,Banking and Financial Services,T,Business and Finance,N,N,Y,U,7/1/2013,
4612,Business  Financial Management,T,Business and Finance,N,N,Y,U,7/1/2013,
4613,General office occupations,T,Business and Finance,N,N,Y,N,7/1/1990,6/30/2013
4614,Word processing occupations,T,Business and Finance,N,N,Y,N,7/1/1990,6/30/2013
4615,Office Systems and Technologies,T,Information and Communication Technologies,N,N,Y,N,7/1/1990,
4616,Computer Programming and Game Design,T,Information and Communication Technologies,N,N,Y,U,7/1/2013,
4617,Game Design and Development,T,Information and Communication Technologies,N,N,Y,U,7/1/2013,
4618,Telecommunications,T,Energy and Utilities,N,N,Y,N,7/1/1990,
4618,Telecommunications,T,Information and Communication Technologies,N,N,Y,N,7/1/1990,
4619,Computer Programming for Solving Applied Problems,T,Information and Communication Technologies,N,N,Y,U,7/1/2013,
4621,Legal office occupations,T,Business and Finance,N,N,Y,N,7/1/1990,6/30/2013
4622,Business Support and Services,T,Business and Finance,N,N,Y,U,7/1/2013,
4623,Business communications,T,Business and Finance,N,N,Y,U,7/1/1990,
4625,International Business,T,Business and Finance,N,N,Y,U,7/1/2013,
4626,International Business Communications,T,Business and Finance,N,N,Y,U,7/1/2013,
4627,International Economics,T,Business and Finance,N,N,Y,U,7/1/2013,
4628,International Finance,T,Business and Finance,N,N,Y,U,7/1/2013,
4629,Personal Finance,T,Business and Finance,N,N,Y,U,7/1/2013,
4630,Business economics,T,Business and Finance,N,N,Y,U,7/1/1990,
4631,Database Design and SQL Programming,T,Information and Communication Technologies,N,N,Y,U,7/1/2013,
4632,Digital Literacy,T,Information and Communication Technologies,N,N,Y,U,7/1/2013,
4633,Computer Repair and Support,T,Information and Communication Technologies,N,N,Y,N,7/1/1990,
4634,Exploring Computer Science,T,Information and Communication Technologies,N,N,Y,U,7/1/2013,
4635,Graphic Communications,T,Information and Communication Technologies,N,N,Y,U,7/1/2013,
4636,Multimedia and Animation,T,Information and Communication Technologies,N,N,Y,U,7/1/2013,
4637,Business management,T,Business and Finance,N,N,Y,U,7/1/1990,
4638,Business Communications (New Title),T,Business and Finance,N,N,Y,U,7/1/2013,
4646,Network Security,T,Information and Communication Technologies,N,N,Y,U,7/1/2013,
4647,Robotic Technologies,T,Information and Communication Technologies,N,N,Y,U,7/1/2013,
4648,Social and New Media Technologies,T,Information and Communication Technologies,N,N,Y,U,7/1/2013,
4649,Other information technology,T,Information and Communication Technologies,N,N,Y,U,7/1/1990,6/30/2013
4650,Business career exploration (any of gr 6-9),T,Business and Finance,N,N,Y,N,7/1/1990,6/30/2013
4698,Other finance and business,T,Business and Finance,N,N,Y,U,7/1/1990,
4900,Work experience education,T,Work Experience,N,N,Y,N,7/1/1990,6/30/2013
4901,Career Technical Work Experience Education (CTWEE),T,Work Experience,N,N,Y,U,7/1/2013,
4902,Exploratory Work Experience Education (EWEE),T,Work Experience,N,N,Y,U,7/1/2013,
4903,General Work Experience Education (GWEE),T,Work Experience,N,N,Y,U,7/1/2013,
5501,Introduction to Building and Construction Trades,T,Building and Construction Trades,N,N,Y,N,7/1/1990,
5502,Residential and commercial construction,T,Building and Construction Trades,N,N,Y,N,7/1/1990,
5503,Apartment and home repair/remodeling,T,Building and Construction Trades,N,N,Y,N,7/1/1990,6/30/2013
5504,Boat building,T,Building and Construction Trades,N,N,Y,N,7/1/1990,6/30/2013
5505,"Brick, block, and stonemasonry",T,Building and Construction Trades,N,N,Y,N,7/1/1990,
5506,Exploring Building and Mechanical Systems,T,Building and Construction Trades,N,N,Y,N,7/1/1990,
5507,Carpentry,T,Building and Construction Trades,N,N,Y,N,7/1/1990,
5508,Concrete placing and finishing,T,Building and Construction Trades,N,N,Y,N,7/1/1990,6/30/2013
5509,Construction equipment operation,T,Building and Construction Trades,N,N,Y,N,7/1/1990,
5510,Cooling and refrigeration,T,Building and Construction Trades,N,N,Y,N,7/1/1990,6/30/2013
5511,Drywall installation,T,Building and Construction Trades,N,N,Y,N,7/1/1990,6/30/2013
5512,Electrician,T,Energy and Utilities,N,N,Y,N,7/1/1990,6/30/2013
5513,Floor covering installation,T,Building and Construction Trades,N,N,Y,N,7/1/1990,6/30/2013
5514,Furniture making,T,Building and Construction Trades,N,N,Y,N,7/1/1990,
5515,Glazing,T,Building and Construction Trades,N,N,Y,N,7/1/1990,6/30/2013
5516,"Heating, Ventilation, Air Conditioning (HVAC) systems",T,Building and Construction Trades,N,N,Y,N,7/1/1990,
5517,Insulation installation,T,Building and Construction Trades,N,N,Y,N,7/1/1990,6/30/2013
5518,Lineworker,T,Energy and Utilities,N,N,Y,N,7/1/1990,6/30/2013
5519,Locksmithing,T,Building and Construction Trades,N,N,Y,N,7/1/1990,6/30/2013
5520,Millwork and Cabinet Manufacturing,T,Building and Construction Trades,N,N,Y,N,7/1/1990,
5521,Painting and decorating,T,Building and Construction Trades,N,N,Y,N,7/1/1990,6/30/2013
5522,Pipefitting and steamfitting,T,Building and Construction Trades,N,N,Y,N,7/1/1990,6/30/2013
5523,Plastering,T,Building and Construction Trades,N,N,Y,N,7/1/1990,6/30/2013
5524,Plumbing,T,Building and Construction Trades,N,N,Y,N,7/1/1990,6/30/2013
5525,Roofing,T,Building and Construction Trades,N,N,Y,N,7/1/1990,6/30/2013
5526,Introduction to Emerging Construction Technologies,T,Building and Construction Trades,N,N,Y,N,7/1/1990,
5527,Introduction to Stage Technology,T,"Arts, Media, and Entertainment",N,N,Y,U,7/1/1990,
5528,Structural and reinforcement metalwork,T,Building and Construction Trades,N,N,Y,N,7/1/1990,6/30/2013
5529,Tile setting,T,Building and Construction Trades,N,N,Y,N,7/1/1990,6/30/2013
5530,Upholstering,T,Building and Construction Trades,N,N,Y,N,7/1/1990,6/30/2013
5531,Introduction to Woodworking principles,T,Building and Construction Trades,N,N,Y,N,7/1/1990,
5532,Cabinetmaking ,T,Building and Construction Trades,N,N,Y,N,7/1/1990,
5533,Engineering and heavy construction,T,Building and Construction Trades,N,N,Y,U,7/1/1990,
5534,Introduction to Mechanical Construction,T,Building and Construction Trades,N,N,Y,U,7/1/1990,
5535,"Exploring building trades & construction, lev I",T,Building and Construction Trades,N,N,Y,N,7/1/1990,6/30/2013
5536,"Exploring building trades & construction,lev 2",T,Building and Construction Trades,N,N,Y,N,7/1/1990,6/30/2013
5537,Principles of building trades & construct tech,T,Building and Construction Trades,N,N,Y,N,7/1/1990,6/30/2013
5538,Applied building trades & construction communic,T,Building and Construction Trades,N,N,Y,N,7/1/1990,6/30/2013
5549,Other building trades and construction,T,Building and Construction Trades,N,N,Y,N,7/1/1990,6/30/2013
5550,Alternative Technologies,T,Energy and Utilities,N,N,Y,U,7/1/2013,
5551,Introduction to electronics technology,T,Energy and Utilities,N,N,Y,U,7/1/1990,
5552,"Emerging Technologies in Energy, Environment and Utilities",T,Energy and Utilities,N,N,Y,U,7/1/2013,
5553,Avionics,T,Energy and Utilities,N,N,Y,U,7/1/1990,6/30/2013
5554,Biomedical equipment technology,T,Energy and Utilities,N,N,Y,U,7/1/1990,6/30/2013
5555,Business machine repair,T,Energy and Utilities,N,N,Y,N,7/1/1990,6/30/2013
5556,Communications electronics,T,Energy and Utilities,N,N,Y,N,7/1/1990,6/30/2013
5557,Computer electronics,T,Energy and Utilities,N,N,Y,U,7/1/1990,
5558,Computer service technology,T,Energy and Utilities,N,N,Y,N,7/1/1990,6/30/2013
5559,Electromechanical,T,Energy and Utilities,N,N,Y,U,7/1/1990,6/30/2013
5560,Electronic consumer products service,T,Energy and Utilities,N,N,Y,N,7/1/1990,6/30/2013
5561,Electronics technology,T,Energy and Utilities,N,N,Y,U,7/1/1990,
5562,Hybrid microelectronics,T,Energy and Utilities,N,N,Y,U,7/1/1990,6/30/2013
5563,Industrial electronics,T,Energy and Utilities,N,N,Y,N,7/1/1990,6/30/2013
5564,Instrument repair,T,Energy and Utilities,N,N,Y,N,7/1/1990,6/30/2013
5565,Instrumentation technology,T,Energy and Utilities,N,N,Y,N,7/1/1990,6/30/2013
5566,Major appliance repair,T,Energy and Utilities,N,N,Y,N,7/1/1990,6/30/2013
5567,Motor repair,T,Energy and Utilities,N,N,Y,N,7/1/1990,6/30/2013
5568,Small appliance repair,T,Energy and Utilities,N,N,Y,N,7/1/1990,6/30/2013
5569,"Energy, Society, and the Environment",T,Energy and Utilities,N,N,Y,U,7/1/2013,
5570,Electronics assembly occupations,T,Energy and Utilities,N,N,Y,N,7/1/1990,6/30/2013
5571,Architectural and structural engineering,T,Engineering and Architecture,N,N,Y,U,7/1/1990,
5572,"Computer hardware, electrical, and networking",T,Engineering and Architecture,N,N,Y,U,7/1/1990,6/30/2013
5573,Principles of Engineering Design,T,Engineering and Architecture,N,N,Y,U,7/1/1990,
5574,Principles of Engineering Technology,T,Engineering and Architecture,N,N,Y,U,7/1/1990,
5575,Principles of Environmental and Natural Science Engineering,T,Engineering and Architecture,N,N,Y,U,7/1/1990,
5576,Introduction to energy and utilities,T,Energy and Utilities,N,N,Y,N,7/1/1990,6/30/2013
5577,Principles of Power and Energy,T,Energy and Utilities,N,N,Y,N,7/1/1990,
5578,"Exploring energy & Utilities, Level 1",T,Energy and Utilities,N,N,Y,N,7/1/1990,6/30/2013
5579,"Exploring energy & Utilities, Level 2",T,Energy and Utilities,N,N,Y,N,7/1/1990,6/30/2013
5580,Principles ofr energy and utilities technology,T,Energy and Utilities,N,N,Y,N,7/1/1990,6/30/2013
5581,Applied energy & utilities communications,T,Energy and Utilities,N,N,Y,N,7/1/1990,6/30/2013
5582,Environmental Law and Policy,T,Energy and Utilities,N,N,Y,U,7/1/2013,
5583,Introduction to Electrical Power Systems,T,Energy and Utilities,N,N,Y,U,7/1/2013,
5584,Introduction to Environmental Resources,T,Energy and Utilities,N,N,Y,U,7/1/2013,
5585,Power and Energy Technology,T,Energy and Utilities,N,N,Y,U,7/1/2013,
5587,"Water, Land Use, and the Environment",T,Energy and Utilities,N,N,Y,U,7/1/2013,
5598,Other energy and utilities,T,Energy and Utilities,N,N,Y,N,7/1/1990,6/30/2013
5601,Manufacturing/materials processing,T,Manufacturing and Product Development,N,N,Y,N,7/1/1990,6/30/2013
5603,Computer numerical control,T,Manufacturing and Product Development,N,N,Y,N,7/1/1990,6/30/2013
5604,Foundry,T,Manufacturing and Product Development,N,N,Y,N,7/1/1990,6/30/2013
5605,Industrial ceramics manufacturing,T,Manufacturing and Product Development,N,N,Y,N,7/1/1990,6/30/2013
5606,"Jewelry design, fabrication, and repair",T,Manufacturing and Product Development,N,N,Y,N,7/1/1990,
5607,Machine tool operation/machine shop,T,Manufacturing and Product Development,N,N,Y,N,7/1/1990,6/30/2013
5608,Metal fabrication,T,Manufacturing and Product Development,N,N,Y,N,7/1/1990,6/30/2013
5609,Metallurgy,T,Manufacturing and Product Development,N,N,Y,N,7/1/1990,6/30/2013
5610,Optical goods,T,Manufacturing and Product Development,N,N,Y,N,7/1/1990,6/30/2013
5611,Plastic/composites,T,Manufacturing and Product Development,N,N,Y,N,7/1/1990,6/30/2013
5612,Robotics,T,Manufacturing and Product Development,N,N,Y,U,7/1/1990,6/30/2013
5613,Sheet metal,T,Manufacturing and Product Development,N,N,Y,N,7/1/1990,6/30/2013
5614,Tool and die making,T,Manufacturing and Product Development,N,N,Y,N,7/1/1990,6/30/2013
5615,Machine and forming technology,T,Manufacturing and Product Development,N,N,Y,N,7/1/1990,6/30/2013
5616,Welding: combination,T,Manufacturing and Product Development,N,N,Y,N,7/1/1990,6/30/2013
5617,Welding: electric,T,Manufacturing and Product Development,N,N,Y,N,7/1/1990,6/30/2013
5618,Welding: gas,T,Manufacturing and Product Development,N,N,Y,N,7/1/1990,6/30/2013
5619,Welding technology,T,Manufacturing and Product Development,N,N,Y,N,7/1/1990,
5620,Specialized welding program,T,Manufacturing and Product Development,N,N,Y,N,7/1/1990,
5621,Introduction to Graphic Arts,T,"Arts, Media, and Entertainment",N,N,Y,U,7/1/1990,
5622,Intermediate graphic technology,T,"Arts, Media, and Entertainment",N,N,Y,U,7/1/1990,
5623,Exploring manufacturing & design,T,Manufacturing and Product Development,N,N,Y,N,7/1/1990,
5624,"Exploring manufacturing & design, level 2",T,Manufacturing and Product Development,N,N,Y,N,7/1/1990,6/30/2013
5625,Principles of manufacturing & Design Technology,T,Manufacturing and Product Development,N,N,Y,N,7/1/1990,
5626,Applied manufacturing & design communications,T,Manufacturing and Product Development,N,N,Y,U,7/1/1990,6/30/2013
5627,Advanced/Specialized Graphic Production Technologies,T,Manufacturing and Product Development,N,N,Y,U,7/1/2013,
5628,Advanced/Specialized Machining and Forming Technologies,T,Manufacturing and Product Development,N,N,Y,U,7/1/2013,
5629,Advanced/Specialized Product Design and Innovation,T,Manufacturing and Product Development,N,N,Y,U,7/1/2013,
5630,Advanced/Specialized Welding and Materials Joining,T,Manufacturing and Product Development,N,N,Y,U,7/1/2013,
5631,Drafting/Computer Aided Design,T,Manufacturing and Product Development,N,N,Y,U,7/1/2013,
5632,Emerging Technologies in Manufacturing and Product Development,T,Manufacturing and Product Development,N,N,Y,U,7/1/2013,
5633,Exploration of Manufacturing Occupations ,T,Manufacturing and Product Development,N,N,Y,U,7/1/2013,
5634,Graphic Production Technologies,T,Manufacturing and Product Development,N,N,Y,U,7/1/2013,
5635,Machining and Forming Technologies,T,Manufacturing and Product Development,N,N,Y,U,7/1/2013,
5636,Manufacturing/Materials/Processing/Production ,T,Manufacturing and Product Development,N,N,Y,U,7/1/2013,
5637,ManufacturingùComprehensive,T,Manufacturing and Product Development,N,N,Y,U,7/1/2013,
5638,Product Development,T,Manufacturing and Product Development,N,N,Y,U,7/1/2013,
5639,Welding Technologies and Fabrication,T,Manufacturing and Product Development,N,N,Y,U,7/1/2013,
5649,Other manufacturing and product development,T,Manufacturing and Product Development,N,N,Y,N,7/1/1990,6/30/2013
5651,Intro. to  transportation,T,Transportation,N,N,Y,N,7/1/1990,6/30/2013
5652,Intro to Automotive,T,Transportation,N,N,Y,U,7/1/1990,
5653,Aircraft Mechanics,T,Transportation,N,N,Y,N,7/1/1990,
5654,"Repair & Refinishing, Comprehensive",T,Transportation,N,N,Y,N,7/1/1990,
5655,"Automotive Mechanics, Comprehensive",T,Transportation,N,N,Y,N,7/1/1990,
5656,Aviation and aerospace transportation services,T,Transportation,N,N,Y,U,7/1/1990,
5657,Diesel equipment mechanics,T,Transportation,N,N,Y,N,7/1/1990,
5658,Heavy Equipment Mechanics,T,Transportation,N,N,Y,N,7/1/1990,
5659,Marine Mechanics,T,Transportation,N,N,Y,N,7/1/1990,
5660,Small Vehicle Mechanics,T,Transportation,N,N,Y,N,7/1/1990,
5661,Small Engine Mechanics,T,Transportation,N,N,Y,N,7/1/1990,
5662,Truck and bus driving,T,Transportation,N,N,Y,N,7/1/1990,
5663,"Structural Repair and Refinishing, Comprehensive",T,Transportation,N,N,Y,N,7/1/1990,
5664,Structural Repair,T,Transportation,N,N,Y,N,7/1/1990,
5665,"Vehicle maintenance, service, and repair",T,Transportation,N,N,Y,N,7/1/1990,6/30/2013
5666,Painting and Refinishing,T,Transportation,N,N,Y,N,7/1/1990,
5667,Emerging Technologies in Transportation,T,Transportation,N,N,Y,N,7/1/1990,
5668,Automotive Service,T,Transportation,N,N,Y,N,7/1/1990,
5669,Advanced Automotive,T,Transportation,N,N,Y,N,7/1/1990,
5670,Automatic transmission/transaxle,T,Transportation,N,N,Y,N,7/1/1990,6/30/2013
5671,Manual drive train and axles,T,Transportation,N,N,Y,N,7/1/1990,6/30/2013
5672,"Transmission/drive trains, combination",T,Transportation,N,N,Y,N,7/1/1990,6/30/2013
5673,Distribution and Logistics,T,Transportation,N,N,Y,N,7/1/1990,
5674,Brakes,T,Transportation,N,N,Y,N,7/1/1990,6/30/2013
5675,Suspension and steering,T,Transportation,N,N,Y,N,7/1/1990,6/30/2013
5676,"Brakes/suspension and steering, combination",T,Transportation,N,N,Y,N,7/1/1990,6/30/2013
5677,Alternative Fuel Technologiess,T,Transportation,N,N,Y,N,7/1/1990,
5678,Engine performance (incl emission control),T,Transportation,N,N,Y,N,7/1/1990,6/30/2013
5679,Electrical systems,T,Energy and Utilities,N,N,Y,N,7/1/1990,6/30/2013
5680,"Engine performance/electrical systems, comb",T,Transportation,N,N,Y,N,7/1/1990,6/30/2013
5681,Parts and Service,T,Transportation,N,N,Y,U,7/1/2013,
5682,Engine repair,T,Transportation,N,N,Y,N,7/1/1990,6/30/2013
5683,Rail Technologies,T,Transportation,N,N,Y,U,7/1/2013,
5684,"Engine performance/engine repair, combination",T,Transportation,N,N,Y,N,7/1/1990,6/30/2013
5685,Upholstery,T,Transportation,N,N,Y,U,7/1/2013,
5687,Warehouse Operations,T,Transportation,N,N,Y,U,7/1/2013,
5688,"Automotive specialty, other combinations",T,Transportation,N,N,Y,U,7/1/1990,
5690,Electromechanical installation and maintenance,T,Energy and Utilities,N,N,Y,U,7/1/1990,6/30/2013
5691,Energy and environmental technology,T,Energy and Utilities,N,N,Y,U,7/1/1990,
5692,Public utilities,T,Energy and Utilities,N,N,Y,U,7/1/1990,
5693,Residential and commercial energy and utilities,T,Energy and Utilities,N,N,Y,N,7/1/1990,
5698,Other transportation,T,Transportation,N,N,Y,N,7/1/1990,
5701,Drafting occupations,T,Engineering and Architecture,N,N,Y,U,7/1/1990,6/30/2013
5702,Intro to Animation,T,"Arts, Media, and Entertainment",N,N,Y,U,7/1/1990,
5703,Architectural drafting,T,Manufacturing and Product Development,N,N,Y,U,7/1/1990,6/30/2013
5704,Civil/structural drafting,T,Engineering and Architecture,N,N,Y,U,7/1/1990,6/30/2013
5705,Computer-aided drafting/design,T,Engineering and Architecture,N,N,Y,U,7/1/1990,
5706,Electrical/electronic drafting,T,Engineering and Architecture,N,N,Y,U,7/1/1990,6/30/2013
5707,Technical drafting,T,Engineering and Architecture,N,N,Y,N,7/1/1990,
5708,Piping drafting,T,Engineering and Architecture,N,N,Y,U,7/1/1990,6/30/2013
5709,Technical illustration,T,Engineering and Architecture,N,N,Y,N,7/1/1990,6/30/2013
5710,Blueprint reading,T,Engineering and Architecture,N,N,Y,U,7/1/1990,6/30/2013
5711,Intermediate Animation,T,"Arts, Media, and Entertainment",N,N,Y,U,7/1/1990,
